TA1AAM ✅ (Alfa, Alfa, Mike) 🟢 🟢 ⚫️
TA1VIB ✅ (Victor, India, Bravo)
TA1VIC ✅ (Victor, India, Charlie)
TA1VID ✅ (Victor, India, Delta)
TA1VIE ✅ (Victor, India, Echo)
TA1VIF ✅ (Victor, India, Foxtrot)
TA1VIG ✅ (Victor, India, Golf)
TA1VIH ✅ (Victor, India, Hotel)
TA1VII ✅ (Victor, India, India) ⚫️ 🟢 🟢
TA1VIJ ✅ (Victor, India, Juliett)
TA1VIK ✅ (Victor, India, Kilo)
TA1VIL ✅ (Victor, India, Lima)
TA1VIM ✅ (Victor, India, Mike)
TA1VIN ✅ (Victor, India, November)
TA1VIO ✅ (Victor, India, Oscar)
TA1VIP ✅ (Victor, India, Papa)
TA1VIQ ✅ (Victor, India, Quebec)
TA1VIR ✅ (Victor, India, Romeo)
TA1VIS ✅ (Victor, India, Sierra)
TA1VIT ✅ (Victor, India, Tango)
TA1VIU ✅ (Victor, India, Uniform)
TA1VIV ✅ (Victor, India, Victor) 🟢 ⚫️ 🟢
TA1VIW ✅ (Victor, India, Whiskey)
TA1VIX ✅ (Victor, India, X-ray)
TA1VIY ✅ (Victor, India, Yankee)
TA1VIZ ✅ (Victor, India, Zulu)
TA1VJA ✅ (Victor, Juliett, Alfa)
TA1VJB ✅ (Victor, Juliett, Bravo)
TA1VJC ✅ (Victor, Juliett, Charlie)
TA1VJD ✅ (Victor, Juliett, Delta)
TA1VJE ✅ (Victor, Juliett, Echo)
TA1VJF ✅ (Victor, Juliett, Foxtrot)
TA1VJG ✅ (Victor, Juliett, Golf)
TA1VJH ✅ (Victor, Juliett, Hotel)
TA1VJI ✅ (Victor, Juliett, India)
TA1VJJ ✅ (Victor, Juliett, Juliett) ⚫️ 🟢 🟢
TA1VJK ✅ (Victor, Juliett, Kilo)
TA1VJL ✅ (Victor, Juliett, Lima)
TA1VJM ✅ (Victor, Juliett, Mike)
TA1VJN ✅ (Victor, Juliett, November)
TA1VJO ✅ (Victor, Juliett, Oscar)
TA1VJP ✅ (Victor, Juliett, Papa)
TA1VJQ ✅ (Victor, Juliett, Quebec)
TA1VJR ✅ (Victor, Juliett, Romeo)
TA1VJS ✅ (Victor, Juliett, Sierra)
TA1VJT ✅ (Victor, Juliett, Tango)
TA1VJU ✅ (Victor, Juliett, Uniform)
TA1VJV ✅ (Victor, Juliett, Victor) 🟢 ⚫️ 🟢
TA1VJW ✅ (Victor, Juliett, Whiskey)
TA1VJX ✅ (Victor, Juliett, X-ray)
TA1VJY ✅ (Victor, Juliett, Yankee)
TA1VJZ ✅ (Victor, Juliett, Zulu)
TA1VKB ✅ (Victor, Kilo, Bravo)
TA1VKC ✅ (Victor, Kilo, Charlie)
TA1VKD ✅ (Victor, Kilo, Delta)
TA1VKE ✅ (Victor, Kilo, Echo)
TA1VKF ✅ (Victor, Kilo, Foxtrot)
TA1VKG ✅ (Victor, Kilo, Golf)
TA1VKH ✅ (Victor, Kilo, Hotel)
TA1VKI ✅ (Victor, Kilo, India)
TA1VKJ ✅ (Victor, Kilo, Juliett)
TA1VKL ✅ (Victor, Kilo, Lima)
TA1VKM ✅ (Victor, Kilo, Mike)
TA1VKO ✅ (Victor, Kilo, Oscar)
TA1VKP ✅ (Victor, Kilo, Papa)
TA1VKQ ✅ (Victor, Kilo, Quebec)
TA1VKR ✅ (Victor, Kilo, Romeo)
TA1VKS ✅ (Victor, Kilo, Sierra)
TA1VKT ✅ (Victor, Kilo, Tango)
TA1VKU ✅ (Victor, Kilo, Uniform)
TA1VKV ✅ (Victor, Kilo, Victor) 🟢 ⚫️ 🟢
TA1VKW ✅ (Victor, Kilo, Whiskey)
TA1VKX ✅ (Victor, Kilo, X-ray)
TA1VKY ✅ (Victor, Kilo, Yankee)
TA1VKZ ✅ (Victor, Kilo, Zulu)
TA1VLA ✅ (Victor, Lima, Alfa)
TA1VLB ✅ (Victor, Lima, Bravo)
TA1VLC ✅ (Victor, Lima, Charlie)
TA1VLD ✅ (Victor, Lima, Delta)
TA1VLE ✅ (Victor, Lima, Echo)
TA1VLF ✅ (Victor, Lima, Foxtrot)
TA1VLG ✅ (Victor, Lima, Golf)
TA1VLH ✅ (Victor, Lima, Hotel)
TA1VLI ✅ (Victor, Lima, India)
TA1VLJ ✅ (Victor, Lima, Juliett)
TA1VLK ✅ (Victor, Lima, Kilo)
TA1VLL ✅ (Victor, Lima, Lima) ⚫️ 🟢 🟢
TA1VLM ✅ (Victor, Lima, Mike)
TA1VLN ✅ (Victor, Lima, November)
TA1VLO ✅ (Victor, Lima, Oscar)
TA1VLP ✅ (Victor, Lima, Papa)
TA1VLQ ✅ (Victor, Lima, Quebec)
TA1VLR ✅ (Victor, Lima, Romeo)
TA1VLS ✅ (Victor, Lima, Sierra)
TA1VLU ✅ (Victor, Lima, Uniform)
TA1VLV ✅ (Victor, Lima, Victor) 🟢 ⚫️ 🟢
TA1VLW ✅ (Victor, Lima, Whiskey)
TA1VLX ✅ (Victor, Lima, X-ray)
TA1VLY ✅ (Victor, Lima, Yankee)
TA1VLZ ✅ (Victor, Lima, Zulu)
TA1VMA ✅ (Victor, Mike, Alfa)
TA1VMB ✅ (Victor, Mike, Bravo)
TA1VMC ✅ (Victor, Mike, Charlie)
TA1VMD ✅ (Victor, Mike, Delta)
TA1VME ✅ (Victor, Mike, Echo)
TA1VMF ✅ (Victor, Mike, Foxtrot)
TA1VMG ✅ (Victor, Mike, Golf)
TA1VMH ✅ (Victor, Mike, Hotel)
TA1VMI ✅ (Victor, Mike, India)
TA1VMJ ✅ (Victor, Mike, Juliett)
TA1VMK ✅ (Victor, Mike, Kilo)
TA1VML ✅ (Victor, Mike, Lima)
TA1VMM ✅ (Victor, Mike, Mike) ⚫️ 🟢 🟢
TA1VMN ✅ (Victor, Mike, November)
TA1VMO ✅ (Victor, Mike, Oscar)
TA1VMP ✅ (Victor, Mike, Papa)
TA1VMQ ✅ (Victor, Mike, Quebec)
TA1VMR ✅ (Victor, Mike, Romeo)
TA1VMS ✅ (Victor, Mike, Sierra)
TA1VMT ✅ (Victor, Mike, Tango)
TA1VMU ✅ (Victor, Mike, Uniform)
TA1VMV ✅ (Victor, Mike, Victor) 🟢 ⚫️ 🟢
TA1VMW ✅ (Victor, Mike, Whiskey)
TA1VMX ✅ (Victor, Mike, X-ray)
TA1VMY ✅ (Victor, Mike, Yankee)
TA1VMZ ✅ (Victor, Mike, Zulu)
TA1VNA ✅ (Victor, November, Alfa)
TA1VNB ✅ (Victor, November, Bravo)
TA1VNC ✅ (Victor, November, Charlie)
TA1VND ✅ (Victor, November, Delta)
TA1VNE ✅ (Victor, November, Echo)
TA1VNF ✅ (Victor, November, Foxtrot)
TA1VNG ✅ (Victor, November, Golf)
TA1VNH ✅ (Victor, November, Hotel)
TA1VNI ✅ (Victor, November, India)
TA1VNJ ✅ (Victor, November, Juliett)
TA1VNK ✅ (Victor, November, Kilo)
TA1VNL ✅ (Victor, November, Lima)
TA1VNM ✅ (Victor, November, Mike)
TA1VNN ✅ (Victor, November, November) ⚫️ 🟢 🟢
TA1VNO ✅ (Victor, November, Oscar)
TA1VNP ✅ (Victor, November, Papa)
TA1VNQ ✅ (Victor, November, Quebec)
TA1VNR ✅ (Victor, November, Romeo)
TA1VNS ✅ (Victor, November, Sierra)
TA1VNT ✅ (Victor, November, Tango)
TA1VNU ✅ (Victor, November, Uniform)
TA1VNV ✅ (Victor, November, Victor) 🟢 ⚫️ 🟢
TA1VNW ✅ (Victor, November, Whiskey)
TA1VNX ✅ (Victor, November, X-ray)
TA1VNY ✅ (Victor, November, Yankee)
TA1VNZ ✅ (Victor, November, Zulu)
TA1VOA ✅ (Victor, Oscar, Alfa)
TA1VOB ✅ (Victor, Oscar, Bravo)
TA1VOC ✅ (Victor, Oscar, Charlie)
TA1VOD ✅ (Victor, Oscar, Delta)
TA1VOE ✅ (Victor, Oscar, Echo)
TA1VOF ✅ (Victor, Oscar, Foxtrot)
TA1VOG ✅ (Victor, Oscar, Golf)
TA1VOH ✅ (Victor, Oscar, Hotel)
TA1VOI ✅ (Victor, Oscar, India)
TA1VOJ ✅ (Victor, Oscar, Juliett)
TA1VOK ✅ (Victor, Oscar, Kilo)
TA1VOM ✅ (Victor, Oscar, Mike)
TA1VON ✅ (Victor, Oscar, November)
TA1VOO ✅ (Victor, Oscar, Oscar) ⚫️ 🟢 🟢
TA1VOP ✅ (Victor, Oscar, Papa)
TA1VOQ ✅ (Victor, Oscar, Quebec)
TA1VOR ✅ (Victor, Oscar, Romeo)
TA1VOS ✅ (Victor, Oscar, Sierra)
TA1VOT ✅ (Victor, Oscar, Tango)
TA1VOU ✅ (Victor, Oscar, Uniform)
TA1VOV ✅ (Victor, Oscar, Victor) 🟢 ⚫️ 🟢
TA1VOW ✅ (Victor, Oscar, Whiskey)
TA1VOX ✅ (Victor, Oscar, X-ray)
TA1VOY ✅ (Victor, Oscar, Yankee)
TA1VOZ ✅ (Victor, Oscar, Zulu)
TA1VPA ✅ (Victor, Papa, Alfa)
TA1VPB ✅ (Victor, Papa, Bravo)
TA1VPC ✅ (Victor, Papa, Charlie)
TA1VPD ✅ (Victor, Papa, Delta)
TA1VPE ✅ (Victor, Papa, Echo)
TA1VPF ✅ (Victor, Papa, Foxtrot)
TA1VPG ✅ (Victor, Papa, Golf)
TA1VPH ✅ (Victor, Papa, Hotel)
TA1VPI ✅ (Victor, Papa, India)
TA1VPJ ✅ (Victor, Papa, Juliett)
TA1VPK ✅ (Victor, Papa, Kilo)
TA1VPL ✅ (Victor, Papa, Lima)
TA1VPM ✅ (Victor, Papa, Mike)
TA1VPN ✅ (Victor, Papa, November)
TA1VPO ✅ (Victor, Papa, Oscar)
TA1VPP ✅ (Victor, Papa, Papa) ⚫️ 🟢 🟢
TA1VPQ ✅ (Victor, Papa, Quebec)
TA1VPR ✅ (Victor, Papa, Romeo)
TA1VPS ✅ (Victor, Papa, Sierra)
TA1VPT ✅ (Victor, Papa, Tango)
TA1VPU ✅ (Victor, Papa, Uniform)
TA1VPV ✅ (Victor, Papa, Victor) 🟢 ⚫️ 🟢
TA1VPW ✅ (Victor, Papa, Whiskey)
TA1VPX ✅ (Victor, Papa, X-ray)
TA1VPY ✅ (Victor, Papa, Yankee)
TA1VPZ ✅ (Victor, Papa, Zulu)
TA1VQA ✅ (Victor, Quebec, Alfa)
TA1VQB ✅ (Victor, Quebec, Bravo)
TA1VQC ✅ (Victor, Quebec, Charlie)
TA1VQD ✅ (Victor, Quebec, Delta)
TA1VQE ✅ (Victor, Quebec, Echo)
TA1VQF ✅ (Victor, Quebec, Foxtrot)
TA1VQG ✅ (Victor, Quebec, Golf)
TA1VQH ✅ (Victor, Quebec, Hotel)
TA1VQI ✅ (Victor, Quebec, India)
TA1VQJ ✅ (Victor, Quebec, Juliett)
TA1VQK ✅ (Victor, Quebec, Kilo)
TA1VQL ✅ (Victor, Quebec, Lima)
TA1VQM ✅ (Victor, Quebec, Mike)
TA1VQN ✅ (Victor, Quebec, November)
TA1VQO ✅ (Victor, Quebec, Oscar)
TA1VQP ✅ (Victor, Quebec, Papa)
TA1VQQ ✅ (Victor, Quebec, Quebec) ⚫️ 🟢 🟢
TA1VQR ✅ (Victor, Quebec, Romeo)
TA1VQS ✅ (Victor, Quebec, Sierra)
TA1VQT ✅ (Victor, Quebec, Tango)
TA1VQU ✅ (Victor, Quebec, Uniform)
TA1VQV ✅ (Victor, Quebec, Victor) 🟢 ⚫️ 🟢
TA1VQW ✅ (Victor, Quebec, Whiskey)
TA1VQX ✅ (Victor, Quebec, X-ray)
TA1VQY ✅ (Victor, Quebec, Yankee)
TA1VQZ ✅ (Victor, Quebec, Zulu)
TA1VRA ✅ (Victor, Romeo, Alfa)
TA1VRB ✅ (Victor, Romeo, Bravo)
TA1VRC ✅ (Victor, Romeo, Charlie)
TA1VRD ✅ (Victor, Romeo, Delta)
TA1VRE ✅ (Victor, Romeo, Echo)
TA1VRF ✅ (Victor, Romeo, Foxtrot)
TA1VRG ✅ (Victor, Romeo, Golf)
TA1VRH ✅ (Victor, Romeo, Hotel)
TA1VRI ✅ (Victor, Romeo, India)
TA1VRJ ✅ (Victor, Romeo, Juliett)
TA1VRK ✅ (Victor, Romeo, Kilo)
TA1VRM ✅ (Victor, Romeo, Mike)
TA1VRN ✅ (Victor, Romeo, November)
TA1VRO ✅ (Victor, Romeo, Oscar)
TA1VRP ✅ (Victor, Romeo, Papa)
TA1VRQ ✅ (Victor, Romeo, Quebec)
TA1VRR ✅ (Victor, Romeo, Romeo) ⚫️ 🟢 🟢
TA1VRS ✅ (Victor, Romeo, Sierra)
TA1VRT ✅ (Victor, Romeo, Tango)
TA1VRU ✅ (Victor, Romeo, Uniform)
TA1VRV ✅ (Victor, Romeo, Victor) 🟢 ⚫️ 🟢
TA1VRW ✅ (Victor, Romeo, Whiskey)
TA1VRX ✅ (Victor, Romeo, X-ray)
TA1VRY ✅ (Victor, Romeo, Yankee)
TA1VRZ ✅ (Victor, Romeo, Zulu)
TA1VSA ✅ (Victor, Sierra, Alfa)
TA1VSB ✅ (Victor, Sierra, Bravo)
TA1VSC ✅ (Victor, Sierra, Charlie)
TA1VSE ✅ (Victor, Sierra, Echo)
TA1VSF ✅ (Victor, Sierra, Foxtrot)
TA1VSG ✅ (Victor, Sierra, Golf)
TA1VSH ✅ (Victor, Sierra, Hotel)
TA1VSI ✅ (Victor, Sierra, India)
TA1VSJ ✅ (Victor, Sierra, Juliett)
TA1VSK ✅ (Victor, Sierra, Kilo)
TA1VSL ✅ (Victor, Sierra, Lima)
TA1VSM ✅ (Victor, Sierra, Mike)
TA1VSN ✅ (Victor, Sierra, November)
TA1VSO ✅ (Victor, Sierra, Oscar)
TA1VSP ✅ (Victor, Sierra, Papa)
TA1VSQ ✅ (Victor, Sierra, Quebec)
TA1VSR ✅ (Victor, Sierra, Romeo)
TA1VSS ✅ (Victor, Sierra, Sierra) ⚫️ 🟢 🟢
TA1VST ✅ (Victor, Sierra, Tango)
TA1VSU ✅ (Victor, Sierra, Uniform)
TA1VSV ✅ (Victor, Sierra, Victor) 🟢 ⚫️ 🟢
TA1VSW ✅ (Victor, Sierra, Whiskey)
TA1VSX ✅ (Victor, Sierra, X-ray)
TA1VSY ✅ (Victor, Sierra, Yankee)
TA1VSZ ✅ (Victor, Sierra, Zulu)
TA1VTA ✅ (Victor, Tango, Alfa)
TA1VTB ✅ (Victor, Tango, Bravo)
TA1VTC ✅ (Victor, Tango, Charlie)
TA1VTD ✅ (Victor, Tango, Delta)
TA1VTE ✅ (Victor, Tango, Echo)
TA1VTF ✅ (Victor, Tango, Foxtrot)
TA1VTG ✅ (Victor, Tango, Golf)
TA1VTH ✅ (Victor, Tango, Hotel)
TA1VTI ✅ (Victor, Tango, India)
TA1VTJ ✅ (Victor, Tango, Juliett)
TA1VTK ✅ (Victor, Tango, Kilo)
TA1VTL ✅ (Victor, Tango, Lima)
TA1VTM ✅ (Victor, Tango, Mike)
TA1VTN ✅ (Victor, Tango, November)
TA1VTO ✅ (Victor, Tango, Oscar)
TA1VTP ✅ (Victor, Tango, Papa)
TA1VTQ ✅ (Victor, Tango, Quebec)
TA1VTR ✅ (Victor, Tango, Romeo)
TA1VTS ✅ (Victor, Tango, Sierra)
TA1VTT ✅ (Victor, Tango, Tango) ⚫️ 🟢 🟢
TA1VTU ✅ (Victor, Tango, Uniform)
TA1VTV ✅ (Victor, Tango, Victor) 🟢 ⚫️ 🟢
TA1VTW ✅ (Victor, Tango, Whiskey)
TA1VTX ✅ (Victor, Tango, X-ray)
TA1VTY ✅ (Victor, Tango, Yankee)
TA1VTZ ✅ (Victor, Tango, Zulu)
TA1VUA ✅ (Victor, Uniform, Alfa)
TA1VUB ✅ (Victor, Uniform, Bravo)
TA1VUC ✅ (Victor, Uniform, Charlie)
TA1VUD ✅ (Victor, Uniform, Delta)
TA1VUE ✅ (Victor, Uniform, Echo)
TA1VUF ✅ (Victor, Uniform, Foxtrot)
TA1VUG ✅ (Victor, Uniform, Golf)
TA1VUH ✅ (Victor, Uniform, Hotel)
TA1VUI ✅ (Victor, Uniform, India)
TA1VUJ ✅ (Victor, Uniform, Juliett)
TA1VUK ✅ (Victor, Uniform, Kilo)
TA1VUL ✅ (Victor, Uniform, Lima)
TA1VUM ✅ (Victor, Uniform, Mike)
TA1VUN ✅ (Victor, Uniform, November)
TA1VUO ✅ (Victor, Uniform, Oscar)
TA1VUP ✅ (Victor, Uniform, Papa)
TA1VUQ ✅ (Victor, Uniform, Quebec)
TA1VUR ✅ (Victor, Uniform, Romeo)
TA1VUS ✅ (Victor, Uniform, Sierra)
TA1VUT ✅ (Victor, Uniform, Tango)
TA1VUU ✅ (Victor, Uniform, Uniform) ⚫️ 🟢 🟢
TA1VUV ✅ (Victor, Uniform, Victor) 🟢 ⚫️ 🟢
TA1VUW ✅ (Victor, Uniform, Whiskey)
TA1VUX ✅ (Victor, Uniform, X-ray)
TA1VUY ✅ (Victor, Uniform, Yankee)
TA1VUZ ✅ (Victor, Uniform, Zulu)
TA1VVA ✅ (Victor, Victor, Alfa) 🟢 🟢 ⚫️
TA1VVB ✅ (Victor, Victor, Bravo) 🟢 🟢 ⚫️
TA1VVC ✅ (Victor, Victor, Charlie) 🟢 🟢 ⚫️
TA1VVD ✅ (Victor, Victor, Delta) 🟢 🟢 ⚫️
TA1VVE ✅ (Victor, Victor, Echo) 🟢 🟢 ⚫️
TA1VVF ✅ (Victor, Victor, Foxtrot) 🟢 🟢 ⚫️
TA1VVG ✅ (Victor, Victor, Golf) 🟢 🟢 ⚫️
TA1VVH ✅ (Victor, Victor, Hotel) 🟢 🟢 ⚫️
TA1VVI ✅ (Victor, Victor, India) 🟢 🟢 ⚫️
TA1VVJ ✅ (Victor, Victor, Juliett) 🟢 🟢 ⚫️
TA1VVK ✅ (Victor, Victor, Kilo) 🟢 🟢 ⚫️
TA1VVL ✅ (Victor, Victor, Lima) 🟢 🟢 ⚫️
TA1VVM ✅ (Victor, Victor, Mike) 🟢 🟢 ⚫️
TA1VVN ✅ (Victor, Victor, November) 🟢 🟢 ⚫️
TA1VVO ✅ (Victor, Victor, Oscar) 🟢 🟢 ⚫️
TA1VVP ✅ (Victor, Victor, Papa) 🟢 🟢 ⚫️
TA1VVQ ✅ (Victor, Victor, Quebec) 🟢 🟢 ⚫️
TA1VVR ✅ (Victor, Victor, Romeo) 🟢 🟢 ⚫️
TA1VVS ✅ (Victor, Victor, Sierra) 🟢 🟢 ⚫️
TA1VVT ✅ (Victor, Victor, Tango) 🟢 🟢 ⚫️
TA1VVU ✅ (Victor, Victor, Uniform) 🟢 🟢 ⚫️
TA1VVW ✅ (Victor, Victor, Whiskey) 🟢 🟢 ⚫️
TA1VVX ✅ (Victor, Victor, X-ray) 🟢 🟢 ⚫️
TA1VVY ✅ (Victor, Victor, Yankee) 🟢 🟢 ⚫️
TA1VVZ ✅ (Victor, Victor, Zulu) 🟢 🟢 ⚫️
TA1VWA ✅ (Victor, Whiskey, Alfa)
TA1VWB ✅ (Victor, Whiskey, Bravo)
TA1VWC ✅ (Victor, Whiskey, Charlie)
TA1VWD ✅ (Victor, Whiskey, Delta)
TA1VWE ✅ (Victor, Whiskey, Echo)
TA1VWF ✅ (Victor, Whiskey, Foxtrot)
TA1VWG ✅ (Victor, Whiskey, Golf)
TA1VWH ✅ (Victor, Whiskey, Hotel)
TA1VWI ✅ (Victor, Whiskey, India)
TA1VWJ ✅ (Victor, Whiskey, Juliett)
TA1VWK ✅ (Victor, Whiskey, Kilo)
TA1VWL ✅ (Victor, Whiskey, Lima)
TA1VWM ✅ (Victor, Whiskey, Mike)
TA1VWN ✅ (Victor, Whiskey, November)
TA1VWO ✅ (Victor, Whiskey, Oscar)
TA1VWP ✅ (Victor, Whiskey, Papa)
TA1VWQ ✅ (Victor, Whiskey, Quebec)
TA1VWR ✅ (Victor, Whiskey, Romeo)
TA1VWS ✅ (Victor, Whiskey, Sierra)
TA1VWT ✅ (Victor, Whiskey, Tango)
TA1VWU ✅ (Victor, Whiskey, Uniform)
TA1VWV ✅ (Victor, Whiskey, Victor) 🟢 ⚫️ 🟢
TA1VWW ✅ (Victor, Whiskey, Whiskey) ⚫️ 🟢 🟢
TA1VWX ✅ (Victor, Whiskey, X-ray)
TA1VWY ✅ (Victor, Whiskey, Yankee)
TA1VWZ ✅ (Victor, Whiskey, Zulu)
TA1VXA ✅ (Victor, X-ray, Alfa)
TA1VXB ✅ (Victor, X-ray, Bravo)
TA1VXC ✅ (Victor, X-ray, Charlie)
TA1VXD ✅ (Victor, X-ray, Delta)
TA1VXE ✅ (Victor, X-ray, Echo)
TA1VXF ✅ (Victor, X-ray, Foxtrot)
TA1VXG ✅ (Victor, X-ray, Golf)
TA1VXH ✅ (Victor, X-ray, Hotel)
TA1VXI ✅ (Victor, X-ray, India)
TA1VXJ ✅ (Victor, X-ray, Juliett)
TA1VXK ✅ (Victor, X-ray, Kilo)
TA1VXL ✅ (Victor, X-ray, Lima)
TA1VXM ✅ (Victor, X-ray, Mike)
TA1VXN ✅ (Victor, X-ray, November)
TA1VXO ✅ (Victor, X-ray, Oscar)
TA1VXP ✅ (Victor, X-ray, Papa)
TA1VXQ ✅ (Victor, X-ray, Quebec)
TA1VXR ✅ (Victor, X-ray, Romeo)
TA1VXS ✅ (Victor, X-ray, Sierra)
TA1VXT ✅ (Victor, X-ray, Tango)
TA1VXU ✅ (Victor, X-ray, Uniform)
TA1VXV ✅ (Victor, X-ray, Victor) 🟢 ⚫️ 🟢
TA1VXW ✅ (Victor, X-ray, Whiskey)
TA1VXX ✅ (Victor, X-ray, X-ray) ⚫️ 🟢 🟢
TA1VXY ✅ (Victor, X-ray, Yankee)
TA1VXZ ✅ (Victor, X-ray, Zulu)
TA1VYA ✅ (Victor, Yankee, Alfa)
TA1VYB ✅ (Victor, Yankee, Bravo)
TA1VYC ✅ (Victor, Yankee, Charlie)
TA1VYD ✅ (Victor, Yankee, Delta)
TA1VYE ✅ (Victor, Yankee, Echo)
TA1VYF ✅ (Victor, Yankee, Foxtrot)
TA1VYG ✅ (Victor, Yankee, Golf)
TA1VYH ✅ (Victor, Yankee, Hotel)
TA1VYI ✅ (Victor, Yankee, India)
TA1VYJ ✅ (Victor, Yankee, Juliett)
TA1VYK ✅ (Victor, Yankee, Kilo)
TA1VYL ✅ (Victor, Yankee, Lima)
TA1VYN ✅ (Victor, Yankee, November)
TA1VYO ✅ (Victor, Yankee, Oscar)
TA1VYP ✅ (Victor, Yankee, Papa)
TA1VYQ ✅ (Victor, Yankee, Quebec)
TA1VYR ✅ (Victor, Yankee, Romeo)
TA1VYS ✅ (Victor, Yankee, Sierra)
TA1VYT ✅ (Victor, Yankee, Tango)
TA1VYU ✅ (Victor, Yankee, Uniform)
TA1VYV ✅ (Victor, Yankee, Victor) 🟢 ⚫️ 🟢
TA1VYW ✅ (Victor, Yankee, Whiskey)
TA1VYX ✅ (Victor, Yankee, X-ray)
TA1VYY ✅ (Victor, Yankee, Yankee) ⚫️ 🟢 🟢
TA1VYZ ✅ (Victor, Yankee, Zulu)
TA1VZA ✅ (Victor, Zulu, Alfa)
TA1VZB ✅ (Victor, Zulu, Bravo)
TA1VZC ✅ (Victor, Zulu, Charlie)
TA1VZD ✅ (Victor, Zulu, Delta)
TA1VZE ✅ (Victor, Zulu, Echo)
TA1VZF ✅ (Victor, Zulu, Foxtrot)
TA1VZG ✅ (Victor, Zulu, Golf)
TA1VZH ✅ (Victor, Zulu, Hotel)
TA1VZI ✅ (Victor, Zulu, India)
TA1VZJ ✅ (Victor, Zulu, Juliett)
TA1VZK ✅ (Victor, Zulu, Kilo)
TA1VZL ✅ (Victor, Zulu, Lima)
TA1VZM ✅ (Victor, Zulu, Mike)
TA1VZN ✅ (Victor, Zulu, November)
TA1VZO ✅ (Victor, Zulu, Oscar)
TA1VZP ✅ (Victor, Zulu, Papa)
TA1VZQ ✅ (Victor, Zulu, Quebec)
TA1VZR ✅ (Victor, Zulu, Romeo)
TA1VZS ✅ (Victor, Zulu, Sierra)
TA1VZT ✅ (Victor, Zulu, Tango)
TA1VZU ✅ (Victor, Zulu, Uniform)
TA1VZV ✅ (Victor, Zulu, Victor) 🟢 ⚫️ 🟢
TA1VZW ✅ (Victor, Zulu, Whiskey)
TA1VZX ✅ (Victor, Zulu, X-ray)
TA1VZY ✅ (Victor, Zulu, Yankee)
TA1VZZ ✅ (Victor, Zulu, Zulu) ⚫️ 🟢 🟢
TA1WAC ✅ (Whiskey, Alfa, Charlie)
TA1WAD ✅ (Whiskey, Alfa, Delta)
TA1WAE ✅ (Whiskey, Alfa, Echo)
TA1WAF ✅ (Whiskey, Alfa, Foxtrot)
TA1WAG ✅ (Whiskey, Alfa, Golf)
TA1WAH ✅ (Whiskey, Alfa, Hotel)
TA1WAI ✅ (Whiskey, Alfa, India)
TA1WAJ ✅ (Whiskey, Alfa, Juliett)
TA1WAK ✅ (Whiskey, Alfa, Kilo)
TA1WAL ✅ (Whiskey, Alfa, Lima)
TA1WAM ✅ (Whiskey, Alfa, Mike)
TA1WAN ✅ (Whiskey, Alfa, November)
TA1WAO ✅ (Whiskey, Alfa, Oscar)
TA1WAP ✅ (Whiskey, Alfa, Papa)
TA1WAQ ✅ (Whiskey, Alfa, Quebec)
TA1WAS ✅ (Whiskey, Alfa, Sierra)
TA1WAT ✅ (Whiskey, Alfa, Tango)
TA1WAU ✅ (Whiskey, Alfa, Uniform)
TA1WAV ✅ (Whiskey, Alfa, Victor)
TA1WAX ✅ (Whiskey, Alfa, X-ray)
TA1WAY ✅ (Whiskey, Alfa, Yankee)
TA1WAZ ✅ (Whiskey, Alfa, Zulu)
TA1WBA ✅ (Whiskey, Bravo, Alfa)
TA1WBB ✅ (Whiskey, Bravo, Bravo) ⚫️ 🟢 🟢
TA1WBC ✅ (Whiskey, Bravo, Charlie)
TA1WBD ✅ (Whiskey, Bravo, Delta)
TA1WBE ✅ (Whiskey, Bravo, Echo)
TA1WBF ✅ (Whiskey, Bravo, Foxtrot)
TA1WBG ✅ (Whiskey, Bravo, Golf)
TA1WBH ✅ (Whiskey, Bravo, Hotel)
TA1WBI ✅ (Whiskey, Bravo, India)
TA1WBJ ✅ (Whiskey, Bravo, Juliett)
TA1WBK ✅ (Whiskey, Bravo, Kilo)
TA1WBL ✅ (Whiskey, Bravo, Lima)
TA1WBM ✅ (Whiskey, Bravo, Mike)
TA1WBN ✅ (Whiskey, Bravo, November)
TA1WBO ✅ (Whiskey, Bravo, Oscar)
TA1WBP ✅ (Whiskey, Bravo, Papa)
TA1WBQ ✅ (Whiskey, Bravo, Quebec)
TA1WBR ✅ (Whiskey, Bravo, Romeo)
TA1WBS ✅ (Whiskey, Bravo, Sierra)
TA1WBT ✅ (Whiskey, Bravo, Tango)
TA1WBU ✅ (Whiskey, Bravo, Uniform)
TA1WBV ✅ (Whiskey, Bravo, Victor)
TA1WBW ✅ (Whiskey, Bravo, Whiskey) 🟢 ⚫️ 🟢
TA1WBX ✅ (Whiskey, Bravo, X-ray)
TA1WBY ✅ (Whiskey, Bravo, Yankee)
TA1WBZ ✅ (Whiskey, Bravo, Zulu)
TA1WCA ✅ (Whiskey, Charlie, Alfa)
TA1WCB ✅ (Whiskey, Charlie, Bravo)
TA1WCC ✅ (Whiskey, Charlie, Charlie) ⚫️ 🟢 🟢
TA1WCD ✅ (Whiskey, Charlie, Delta)
TA1WCE ✅ (Whiskey, Charlie, Echo)
TA1WCF ✅ (Whiskey, Charlie, Foxtrot)
TA1WCG ✅ (Whiskey, Charlie, Golf)
TA1WCH ✅ (Whiskey, Charlie, Hotel)
TA1WCI ✅ (Whiskey, Charlie, India)
